status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
8807334278_10154236844954279,"Read Baroness Nicholson's statement on why she has rejoined the Conservative Party: 

I am rejoining the Conservative Party with tremendous pleasure — coming home to a One Nation party with a drive to deliver for all of Britain.

I'm impressed by Theresa May's ideas and leadership: already laying the foundations for a country that works for everyone; and setting out a proper industrial strategy. In her education speech last week, she showed she leads a party with a real commitment to delivering for the next generation.

I supported Britain's membership of the European Union. But the British people cast a decisive vote and all of us need to deliver on that verdict. I disagreed with the Liberal Democrat leadership — ignoring the vote and continuing with the status quo. So I'm delighted the Tory party is united in its resolve to forge a new role for the UK on the world stage.

Added to this, the Conservative Party in the Lords, with its new leader, is a broad but unified church that understands the purpose of our second chamber: to engage constructively, to scrutinise and revise. Peers should not block the clearly expressed will of the people or the Commons.

I will be fighting for Britain from the Tory benches from now.",,status,,2016-09-11 06:17:52,1068,116,74,1020,38,0,7,0,3
8807334278_10154230794364279,,Theresa May,note,https://www.facebook.com/notes/theresa-may/britain-the-great-meritocracy/1419336841416418,2016-09-09 05:53:20,1667,223,0,1567,80,2,13,1,4
8807334278_10154227625449279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1418276888189080/,2016-09-08 05:26:37,1446,96,0,1386,57,2,0,0,1
8807334278_10154225394109279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1417475388269230/,2016-09-07 12:03:33,3740,323,0,3504,163,7,40,3,23
8807334278_10154221230929279,"Prime Minister Theresa May: ""When I talk about a country that works for everyone, it's about ensuring that whatever peoples' talents are, it's about how far their talents can take them... It's ensuring that it is a Government and country that works for everyone.""",A Government and Country That Works for Everyone,video,https://www.facebook.com/conservatives/videos/10154221230929279/,2016-09-06 05:08:00,1864,240,213,1754,79,5,17,0,9
8807334278_10154207668609279,"With 390,000 new jobs created by foreign direct investment across the country, Britain is open for business.

SHARE to let friends know.",Britain is open for business,link,https://www.conservatives.com/ShareTheFacts/post?name=britain-open-business&id=7d5e04bf-7156-44fd-9b7d-d2dd40e7053c,2016-09-02 07:22:11,1039,170,224,989,33,2,13,0,2
8807334278_10154207323359279,,Ruth Davidson,photo,https://www.facebook.com/RuthDavidsonOfficial/photos/a.462645370444350.102623.242829922425897/1177346908974189/?type=3,2016-09-02 04:27:24,2357,147,0,2289,51,2,12,0,3
8807334278_10154188205289279,"The Prime Minister is launching an unprecedented audit of public services to help end the burning injustices many people face across Britain.

SHARE to let friends know.",Tackling racial inequality to build a country that works for everyone,link,https://www.conservatives.com/ShareTheFacts/post?name=tackling-racial-inequality-build-country-works-everyone&id=70301c83-bb5c-4ccc-97ca-ebcadbfd64d9,2016-08-27 07:21:41,988,354,161,932,35,2,3,0,16
8807334278_10154176431394279,,Ruth Davidson,note,https://www.facebook.com/notes/ruth-davidson/my-message-to-the-snp-get-back-to-the-day-job/1166552840053596,2016-08-23 07:16:53,1413,180,0,1340,51,4,14,0,4
8807334278_10154162238864279,"Whoever wins this leadership election, the country loses. 

Labour: Still a threat to our National Security.",Labour: Still a threat to our national security.,video,https://www.facebook.com/conservatives/videos/10154162238864279/,2016-08-18 07:32:46,2117,553,661,1921,19,9,61,7,100
8807334278_10154136946419279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1385772048106231/,2016-08-09 07:54:06,3371,320,0,3210,142,9,6,1,3
8807334278_10154134329594279,"This summer, the Labour Party have held more High Court battles than leadership hustings. 

But while Labour is busy fighting amongst themselves, the Conservative Party is determined to build a country that works for everyone. Join today.",Join the Conservatives today,link,http://conservatives.com/join,2016-08-08 07:46:45,1292,331,178,1193,39,2,56,1,1
8807334278_10154126073619279,"We are building a country that works for everyone.

SHARE to let friends know.",Timeline Photos,photo,https://www.facebook.com/conservatives/photos/a.288165009278.146725.8807334278/10154126073619279/?type=3,2016-08-05 08:06:52,4611,441,742,4372,174,4,21,5,35
8807334278_10154115292469279,"We are delivering an economy that works for everyone.

SHARE to let friends know.",Our Economy Has Grown - We are delivering an economy that works for everyone,link,https://www.conservatives.com/ShareTheFacts/post?name=our-economy-has-grown-we-delivering-economy-works-everyone&id=f4f3cc06-053f-479c-8000-94f39d165b30,2016-08-01 06:14:24,835,213,119,795,25,2,13,0,0
8807334278_10154112157204279,,Theresa May,note,https://www.facebook.com/notes/theresa-may/we-will-lead-the-way-in-defeating-modern-slavery/1377159952300774,2016-07-31 02:17:53,1728,205,0,1653,52,5,14,0,4
8807334278_10154102312184279,Our economy has grown 2.2% in the last year. Conservatives are delivering an economy that works for everyone.,Timeline Photos,photo,https://www.facebook.com/conservatives/photos/a.288165009278.146725.8807334278/10154102312184279/?type=3,2016-07-27 10:31:37,1672,234,191,1613,35,4,16,0,4
8807334278_10154084833409279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1367692369914199/,2016-07-20 14:09:41,7524,682,0,7137,281,17,75,1,13
8807334278_10154083942899279,"The number of people in work is now at a record high of 31.7million.

SHARE to let friends know.",Helping people get on in life,link,https://www.conservatives.com/ShareTheFacts/post?name=helping-people-get-life&id=974b4a56-ea12-45b7-93f4-b6430fb775da,2016-07-20 07:13:13,2218,284,561,2132,60,9,14,0,3
8807334278_10153943699684332,Let's Build A Better Britain,,status,,2016-07-20 05:44:32,272,88,31,266,3,0,1,0,2
8807334278_10153931310469332,The Prime Minister's statement on Nice attack,,status,,2016-07-15 05:28:52,546,154,60,467,11,2,0,66,0
8807334278_10154066393849279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1361350543881715/,2016-07-13 12:53:42,8757,945,0,8309,377,27,14,7,23
8807334278_10154066104999279,,David Cameron,photo,https://www.facebook.com/DavidCameronOfficial/photos/a.658575084166813.1073741829.653092548048400/1230918810265768/?type=3,2016-07-13 10:58:00,14940,1106,2,13618,513,11,38,743,17
8807334278_10154065719184279,,David Cameron,video,https://www.facebook.com/DavidCameronOfficial/videos/1230784466945869/,2016-07-13 08:02:53,9416,540,1,8752,505,6,108,37,8
8807334278_10154063309494279,,Together we will build a better Britain,link,https://www.conservatives.com/ShareTheFacts/post?name=together-we-build-better-britain&id=b15259e1-88c4-4f0c-b5af-acf132bf0955,2016-07-12 07:10:57,7318,886,601,6897,219,11,21,15,155
8807334278_10154061388209279,Theresa May for Prime Minister speaking outside of Parliament this afternoon: I am honoured and humbled to have been chosen by the Conservative Party to become its leader. Together we will build a better Britain.,,video,https://www.facebook.com/conservatives/videos/10154061388209279/,2016-07-11 12:06:10,11906,1588,2791,11017,482,31,28,34,314
8807334278_10154061205779279,"David Cameron: I'm delighted that Theresa May for Prime Minister will be the next Prime Minister, she is strong, she is competent, she's more than able to provide the leadership that our country's going to need in the years ahead and she will have my full support.",,video,https://www.facebook.com/conservatives/videos/10154061205779279/,2016-07-11 10:31:26,4852,922,888,4337,179,21,15,69,231
8807334278_10154060546454279,,George Osborne,note,https://www.facebook.com/notes/george-osborne/britain-will-be-more-open-for-business-than-ever/1259850974054880,2016-07-11 03:41:59,1826,289,0,1738,53,5,20,2,8
8807334278_10154058910564279,,David Cameron,link,https://www.facebook.com/DavidCameronOfficial/posts/1229018903789092,2016-07-10 12:02:31,6097,345,0,5945,119,5,9,1,18
8807334278_10154029459969279,,George Osborne,note,https://www.facebook.com/notes/george-osborne/why-i-wont-be-a-candidate-to-succeed-david-cameron-but-will-do-all-i-can-to-fulf/1249322785107699,2016-06-28 02:13:49,1748,1517,0,1653,34,6,36,11,8
8807334278_10154028041649279,Prime Minister David Cameron's Commons statement on the European Union referendum vote.,EU referendum vote statement,video,https://www.facebook.com/conservatives/videos/10154028041649279/,2016-06-27 11:45:58,7258,1234,4762,6830,259,15,110,23,21
8807334278_10154027397144279,,George Osborne,video,https://www.facebook.com/GeorgeOsborneOfficial/videos/1248583498514961/,2016-06-27 05:18:38,993,357,0,946,19,0,4,13,11
